,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU,Valor m2,Tipo Agregado
10935,Apartamento,Leme,2,1,0,80,3800.0,780.0,24.0,47.5,Residencial
10936,Apartamento,Copacabana,2,0,0,110,3000.0,800.0,218.0,27.27,Residencial
10937,Apartamento,Cascadura,2,1,0,58,800.0,235.0,0.0,13.79,Residencial
10938,Apartamento,Lagoa,3,1,1,105,4200.0,1244.0,294.0,40.0,Residencial
10939,Apartamento,Freguesia (Jacarepaguá),2,1,0,88,1000.0,1125.0,90.0,11.36,Residencial
10940,Apartamento,Andaraí,2,1,1,80,1500.0,600.0,0.0,18.75,Residencial
10941,Quitinete,Catete,0,0,0,25,1200.0,163.0,0.0,48.0,Residencial
10942,Apartamento,Tijuca,2,0,0,60,1100.0,625.0,485.0,18.33,Residencial
10943,Quitinete,Copacabana,1,0,0,35,1400.0,503.0,0.0,40.0,Residencial
10944,Casa de Condomínio,Freguesia (Jacarepaguá),3,2,1,123,3500.0,550.0,160.0,28.46,Residencial
10945,Apartamento,Méier,2,0,1,59,1500.0,680.0,14.0,25.42,Residencial
10946,Apartamento,Lagoa,2,2,1,98,4000.0,800.0,270.0,40.82,Residencial
10947,Casa de Condomínio,Barra da Tijuca,5,4,5,680,20000.0,2000.0,0.0,29.41,Residencial
10948,Apartamento,Ipanema,5,1,2,374,16000.0,3900.0,13096.0,42.78,Residencial
10949,Apartamento,Flamengo,3,0,2,250,5900.0,1766.0,729.0,23.6,Residencial
10950,Apartamento,Barra da Tijuca,4,2,2,374,11000.0,1637.0,1077.0,29.41,Residencial
10951,Apartamento,Barra da Tijuca,2,2,2,99,5500.0,3237.0,502.0,55.56,Residencial
10952,Apartamento,Botafogo,2,1,1,78,4310.0,1100.0,187.0,55.26,Residencial
10953,Apartamento,Realengo,2,1,0,50,800.0,605.0,0.0,16.0,Residencial
10954,Apartamento,Campo Grande,3,0,0,52,800.0,300.0,0.0,15.38,Residencial
10955,Apartamento,Méier,2,0,0,49,900.0,400.0,13.0,18.37,Residencial
10956,Apartamento,Leblon,3,2,1,110,8500.0,2300.0,400.0,77.27,Residencial
10957,Apartamento,Botafogo,2,1,2,90,6000.0,1425.0,0.0,66.67,Residencial
10958,Flat,Ipanema,2,2,1,75,10500.0,3800.0,480.0,140.0,Residencial
10959,Apartamento,Recreio dos Bandeirantes,3,2,1,172,2300.0,1600.0,450.0,13.37,Residencial
10960,Apartamento,Leme,2,0,1,75,2600.0,878.0,0.0,34.67,Residencial
10961,Apartamento,Tijuca,3,0,0,90,1800.0,400.0,70.0,20.0,Residencial
10962,Apartamento,Rocha Miranda,1,0,0,65,650.0,0.0,0.0,10.0,Residencial
10963,Apartamento,Ipanema,3,1,1,83,5800.0,1900.0,0.0,69.88,Residencial
10964,Apartamento,Copacabana,1,1,0,60,2000.0,1450.0,175.0,33.33,Residencial
10965,Apartamento,Barra da Tijuca,2,1,1,80,1400.0,1300.0,400.0,17.5,Residencial
10966,Apartamento,Leblon,2,0,0,79,3000.0,810.0,120.0,37.97,Residencial
10967,Apartamento,Barra da Tijuca,2,1,2,65,2500.0,1400.0,0.0,38.46,Residencial
10968,Apartamento,Jardim Botânico,3,2,1,96,3500.0,1210.0,414.0,36.46,Residencial
10969,Quitinete,Centro,1,0,0,35,850.0,480.0,9.0,24.29,Residencial
10970,Casa,Campo Grande,1,0,0,50,700.0,0.0,0.0,14.0,Residencial
10971,Apartamento,Penha,2,1,1,56,1200.0,500.0,30.0,21.43,Residencial
10972,Apartamento,Tijuca,1,1,0,35,900.0,335.0,20.0,25.71,Residencial
10973,Apartamento,Jacarepaguá,2,1,1,70,1600.0,480.0,64.0,22.86,Residencial
10974,Apartamento,Leblon,3,2,1,200,12900.0,2400.0,324.0,64.5,Residencial
10975,Apartamento,Ipanema,3,1,1,140,10900.0,3500.0,483.0,77.86,Residencial
10976,Apartamento,Barra da Tijuca,2,0,1,103,3000.0,1750.0,2000.0,29.13,Residencial
10977,Apartamento,Tijuca,3,1,1,120,2000.0,1000.0,140.0,16.67,Residencial
10978,Apartamento,Barra da Tijuca,2,2,1,110,2700.0,1900.0,0.0,24.55,Residencial
10979,Apartamento,Recreio dos Bandeirantes,3,1,1,90,2300.0,1000.0,195.0,25.56,Residencial
10980,Apartamento,Flamengo,3,1,0,100,2900.0,700.0,147.0,29.0,Residencial
10981,Apartamento,Curicica,2,1,0,50,1400.0,490.0,140.0,28.0,Residencial
10982,Casa de Condomínio,Taquara,3,1,1,90,1600.0,250.0,0.0,17.78,Residencial
10983,Casa,Campo Grande,2,1,2,100,1400.0,0.0,0.0,14.0,Residencial
10984,Apartamento,Recreio dos Bandeirantes,3,2,1,190,2000.0,1400.0,0.0,10.53,Residencial
10985,Apartamento,Campo Grande,3,0,0,60,800.0,230.0,0.0,13.33,Residencial
10986,Apartamento,Copacabana,2,0,1,60,2400.0,730.0,0.0,40.0,Residencial
10987,Apartamento,Ipanema,3,1,1,144,12000.0,1600.0,0.0,83.33,Residencial
10988,Apartamento,Anil,2,1,0,48,1700.0,470.0,30.0,35.42,Residencial
10989,Casa de Condomínio,Guaratiba,2,1,0,63,900.0,0.0,0.0,14.29,Residencial
10990,Apartamento,Engenho Novo,2,0,0,76,1000.0,170.0,17.0,13.16,Residencial
10991,Apartamento,Tijuca,3,0,0,125,1800.0,630.0,147.0,14.4,Residencial
10992,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1900.0,775.0,0.0,29.23,Residencial
10993,Apartamento,Méier,2,0,0,69,1200.0,518.0,0.0,17.39,Residencial
10994,Apartamento,Lagoa,3,1,1,106,6000.0,1781.0,361.0,56.6,Residencial
10995,Apartamento,Barra da Tijuca,3,3,3,169,14000.0,1980.0,546.0,82.84,Residencial
10996,Apartamento,Barra da Tijuca,2,0,0,97,3800.0,1520.0,0.0,39.18,Residencial
10997,Apartamento,Leblon,3,0,0,115,3800.0,950.0,207.0,33.04,Residencial
10998,Apartamento,Barra da Tijuca,3,2,1,149,3500.0,2200.0,400.0,23.49,Residencial
10999,Apartamento,Maracanã,3,1,0,122,2500.0,950.0,0.0,20.49,Residencial
11000,Apartamento,Lagoa,1,1,0,45,2400.0,1565.0,235.0,53.33,Residencial
11001,Apartamento,Barra da Tijuca,3,4,3,247,16000.0,3150.0,16000.0,64.78,Residencial
11002,Apartamento,Lagoa,2,1,0,81,3800.0,770.0,0.0,46.91,Residencial
11003,Apartamento,Leblon,1,0,0,53,2400.0,445.0,0.0,45.28,Residencial
11004,Flat,Humaitá,1,1,0,50,2500.0,1318.0,163.0,50.0,Residencial
11005,Apartamento,Ipanema,3,1,1,140,12900.0,1580.0,280.0,92.14,Residencial
11006,Apartamento,Recreio dos Bandeirantes,3,2,1,87,1600.0,521.0,0.0,18.39,Residencial
11007,Apartamento,Copacabana,1,0,0,36,1100.0,805.0,70.0,30.56,Residencial
11008,Apartamento,Copacabana,2,1,0,80,2300.0,700.0,260.0,28.75,Residencial
11009,Apartamento,Freguesia (Jacarepaguá),2,1,0,60,900.0,400.0,0.0,15.0,Residencial
11010,Apartamento,Recreio dos Bandeirantes,2,1,1,62,1700.0,915.0,145.0,27.42,Residencial
11011,Apartamento,Recreio dos Bandeirantes,3,2,2,200,3000.0,1015.0,300.0,15.0,Residencial
11012,Apartamento,Jacarepaguá,3,1,1,82,2600.0,757.0,85.0,31.71,Residencial
11013,Apartamento,Botafogo,3,2,1,115,3900.0,980.0,0.0,33.91,Residencial
11014,Flat,Ipanema,1,1,0,44,3500.0,2117.0,3127.0,79.55,Residencial
11015,Apartamento,Tijuca,3,2,1,185,3400.0,1495.0,280.0,18.38,Residencial
11016,Apartamento,Tijuca,2,1,0,88,1200.0,640.0,0.0,13.64,Residencial
11017,Apartamento,Barra da Tijuca,2,1,1,70,2300.0,950.0,1100.0,32.86,Residencial
11018,Casa de Vila,Guadalupe,1,0,0,40,650.0,0.0,10.0,16.25,Residencial
11019,Apartamento,Tijuca,3,0,0,80,1300.0,748.0,75.0,16.25,Residencial
11020,Quitinete,Botafogo,1,0,0,14,850.0,366.0,25.0,60.71,Residencial
11021,Apartamento,Leblon,3,2,1,240,16500.0,4100.0,722.0,68.75,Residencial
11022,Casa,Cachambi,2,1,1,77,1300.0,0.0,0.0,16.88,Residencial
11023,Apartamento,Barra da Tijuca,2,1,1,98,2900.0,1080.0,270.0,29.59,Residencial
11024,Apartamento,Flamengo,1,0,0,50,1700.0,360.0,0.0,34.0,Residencial
11025,Flat,Leblon,1,1,1,50,4200.0,1680.0,272.0,84.0,Residencial
11026,Apartamento,Copacabana,3,2,0,156,5000.0,1600.0,320.0,32.05,Residencial
11027,Apartamento,Campo Grande,3,0,0,58,800.0,270.0,0.0,13.79,Residencial
11028,Apartamento,Santa Teresa,3,0,1,100,2250.0,420.0,50.0,22.5,Residencial
11029,Apartamento,Pechincha,2,0,0,51,1200.0,650.0,60.0,23.53,Residencial
11030,Apartamento,São Conrado,3,2,3,196,8000.0,2874.0,1048.0,40.82,Residencial
11031,Apartamento,Copacabana,4,0,0,156,4000.0,2050.0,300.0,25.64,Residencial
11032,Apartamento,Leblon,3,2,1,140,6500.0,3990.0,438.0,46.43,Residencial
11033,Apartamento,Recreio dos Bandeirantes,3,2,1,95,1900.0,583.0,197.0,20.0,Residencial
11034,Apartamento,Ipanema,3,1,2,120,7000.0,800.0,210.0,58.33,Residencial
11035,Apartamento,Tijuca,2,0,0,70,1900.0,250.0,60.0,27.14,Residencial
11036,Apartamento,Catete,2,0,1,71,2000.0,725.0,0.0,28.17,Residencial
11037,Apartamento,Engenho da Rainha,2,1,0,55,1000.0,560.0,0.0,18.18,Residencial
11038,Apartamento,Barra da Tijuca,2,1,1,90,4000.0,2597.0,0.0,44.44,Residencial
11039,Apartamento,São Francisco Xavier,3,0,1,73,1500.0,300.0,0.0,20.55,Residencial
11040,Apartamento,Ipanema,3,3,1,300,22000.0,4000.0,1000.0,73.33,Residencial
11041,Apartamento,Recreio dos Bandeirantes,3,2,1,101,2800.0,950.0,120.0,27.72,Residencial
11042,Terreno Padrão,Caju,0,0,0,13500,47000.0,0.0,2678.0,3.48,Residencial
11043,Apartamento,Méier,2,0,0,64,1100.0,685.0,0.0,17.19,Residencial
11044,Apartamento,Barra da Tijuca,4,2,2,168,4700.0,2060.0,510.0,27.98,Residencial
11045,Apartamento,Barra da Tijuca,4,2,4,192,6990.0,2400.0,505.0,36.41,Residencial
11046,Apartamento,Ipanema,2,1,1,140,6500.0,1800.0,500.0,46.43,Residencial
11047,Apartamento,Leme,1,0,0,32,1500.0,550.0,58.0,46.88,Residencial
11048,Apartamento,Tijuca,1,1,1,40,1000.0,594.0,0.0,25.0,Residencial
11049,Apartamento,Leblon,3,1,0,100,6000.0,1711.0,213.0,60.0,Residencial
11050,Casa,Gávea,3,1,3,450,18000.0,0.0,1000.0,40.0,Residencial
11051,Apartamento,Leblon,2,1,0,77,4000.0,1133.0,2000.0,51.95,Residencial
11052,Apartamento,Tijuca,1,0,0,58,1100.0,408.0,0.0,18.97,Residencial
11053,Apartamento,Barra da Tijuca,2,2,0,60,1400.0,790.0,0.0,23.33,Residencial
11054,Apartamento,Barra da Tijuca,2,1,1,80,1800.0,1360.0,340.0,22.5,Residencial
11055,Apartamento,Ipanema,3,1,0,118,5000.0,1542.0,247.0,42.37,Residencial
11056,Apartamento,Ipanema,2,1,0,75,2900.0,750.0,162.0,38.67,Residencial
11057,Apartamento,Camorim,3,1,1,75,1700.0,600.0,80.0,22.67,Residencial
11058,Apartamento,Flamengo,3,1,1,224,5400.0,1743.0,621.0,24.11,Residencial
11059,Apartamento,Copacabana,3,1,0,120,3200.0,1600.0,280.0,26.67,Residencial
11060,Apartamento,Copacabana,3,0,1,130,3500.0,1000.0,220.0,26.92,Residencial
11061,Apartamento,Barra da Tijuca,1,1,0,64,1600.0,960.0,180.0,25.0,Residencial
11062,Apartamento,Leblon,3,2,2,205,17000.0,6000.0,772.0,82.93,Residencial
11063,Apartamento,Barra da Tijuca,3,2,2,290,4500.0,3988.0,688.0,15.52,Residencial
11064,Apartamento,Engenho Novo,2,1,0,60,1000.0,400.0,0.0,16.67,Residencial
11065,Apartamento,Riachuelo,2,1,0,54,800.0,575.0,14.0,14.81,Residencial
11066,Apartamento,Jacarepaguá,3,1,1,100,2400.0,1400.0,0.0,24.0,Residencial
11067,Apartamento,Grajaú,3,2,1,99,2300.0,820.0,0.0,23.23,Residencial
11068,Apartamento,Barra da Tijuca,2,1,1,80,2300.0,1000.0,0.0,28.75,Residencial
11069,Apartamento,Tijuca,3,1,1,149,2500.0,1100.0,0.0,16.78,Residencial
11070,Apartamento,Urca,2,0,0,65,2700.0,715.0,126.0,41.54,Residencial
11071,Casa de Condomínio,Freguesia (Jacarepaguá),3,2,3,160,3000.0,900.0,198.0,18.75,Residencial
11072,Flat,Lagoa,1,1,1,60,2800.0,1465.0,460.0,46.67,Residencial
11073,Apartamento,Ipanema,4,2,4,350,25000.0,2000.0,400.0,71.43,Residencial
11074,Apartamento,Méier,2,0,0,46,800.0,150.0,16.0,17.39,Residencial
11075,Apartamento,Engenho Novo,2,1,1,65,1200.0,500.0,39.0,18.46,Residencial
11076,Apartamento,Copacabana,3,0,1,160,3900.0,726.0,122.0,24.38,Residencial
11077,Flat,Lagoa,2,1,0,70,2000.0,1200.0,3009.0,28.57,Residencial
11078,Apartamento,Copacabana,4,0,0,130,3000.0,1043.0,771.0,23.08,Residencial
11079,Apartamento,Copacabana,3,2,2,160,7000.0,1200.0,2000.0,43.75,Residencial
11080,Apartamento,Freguesia (Jacarepaguá),3,1,1,96,2000.0,610.0,115.0,20.83,Residencial
11081,Casa de Condomínio,Barra da Tijuca,4,5,2,410,10000.0,1100.0,850.0,24.39,Residencial
11082,Apartamento,Santa Teresa,2,0,0,60,1500.0,412.0,0.0,25.0,Residencial
11083,Apartamento,Flamengo,3,0,0,140,3100.0,1160.0,237.0,22.14,Residencial
11084,Casa de Condomínio,Recreio dos Bandeirantes,3,0,3,280,10000.0,1200.0,6000.0,35.71,Residencial
11085,Apartamento,Flamengo,1,1,1,120,3200.0,2200.0,357.0,26.67,Residencial
11086,Apartamento,Botafogo,3,2,1,157,4400.0,1950.0,364.0,28.03,Residencial
11087,Apartamento,Ipanema,3,1,1,160,6500.0,2500.0,417.0,40.62,Residencial
11088,Quitinete,Glória,1,0,0,25,1700.0,380.0,20.0,68.0,Residencial
11089,Apartamento,Campo Grande,2,0,0,55,800.0,60.0,0.0,14.55,Residencial
11090,Apartamento,Vila da Penha,1,0,0,37,700.0,50.0,0.0,18.92,Residencial
11091,Apartamento,Copacabana,3,2,1,255,7000.0,2100.0,360.0,27.45,Residencial
11092,Apartamento,Barra da Tijuca,5,4,4,400,12500.0,1820.0,1700.0,31.25,Residencial
11093,Apartamento,Lagoa,2,2,2,160,5800.0,2505.0,430.0,36.25,Residencial
11094,Apartamento,Ipanema,3,1,1,102,8500.0,1170.0,337.0,83.33,Residencial
11095,Apartamento,Ipanema,2,1,1,140,6500.0,1800.0,500.0,46.43,Residencial
11096,Casa de Condomínio,Barra da Tijuca,5,6,5,900,35000.0,2800.0,14468.0,38.89,Residencial
11097,Apartamento,Tomás Coelho,2,0,0,80,1160.0,0.0,0.0,14.5,Residencial
11098,Apartamento,Jacarepaguá,2,1,0,75,1300.0,580.0,75.0,17.33,Residencial
11099,Apartamento,Vaz Lobo,2,0,0,65,600.0,350.0,1.0,9.23,Residencial
11100,Apartamento,Copacabana,3,1,1,200,8500.0,1296.0,305.0,42.5,Residencial
11101,Casa,Méier,3,0,0,230,1800.0,0.0,0.0,7.83,Residencial
11102,Apartamento,Rio Comprido,3,1,0,110,2000.0,500.0,0.0,18.18,Residencial
11103,Apartamento,Barra da Tijuca,3,2,1,220,5900.0,2800.0,800.0,26.82,Residencial
11104,Apartamento,Bonsucesso,2,0,0,64,1000.0,415.0,0.0,15.62,Residencial
11105,Apartamento,Laranjeiras,3,1,1,93,3000.0,1500.0,0.0,32.26,Residencial
11106,Flat,Barra da Tijuca,1,2,1,71,2200.0,1723.0,4400.0,30.99,Residencial
11107,Apartamento,Engenho Novo,2,0,0,86,1500.0,280.0,75.0,17.44,Residencial
11108,Apartamento,Copacabana,3,1,0,90,3900.0,1000.0,1.0,43.33,Residencial
11109,Apartamento,Maria da Graça,2,1,0,50,1500.0,0.0,0.0,30.0,Residencial
11110,Apartamento,Barra da Tijuca,4,3,4,198,6000.0,2000.0,5000.0,30.3,Residencial
11111,Apartamento,Jardim Guanabara,2,1,0,65,1300.0,540.0,0.0,20.0,Residencial
11112,Apartamento,Ipanema,2,2,1,130,16000.0,1530.0,525.0,123.08,Residencial
11113,Apartamento,Leblon,3,1,0,100,4000.0,1373.0,195.0,40.0,Residencial
11114,Apartamento,Leblon,3,1,0,142,7000.0,1700.0,582.0,49.3,Residencial
11115,Apartamento,Tijuca,3,1,0,100,2300.0,766.0,0.0,23.0,Residencial
11116,Apartamento,Barra da Tijuca,3,3,3,251,10000.0,2990.0,500.0,39.84,Residencial
11117,Apartamento,Ipanema,4,1,2,344,18000.0,2060.0,0.0,52.33,Residencial
11118,Apartamento,Laranjeiras,2,1,0,82,2200.0,710.0,0.0,26.83,Residencial
11119,Apartamento,Copacabana,4,0,1,200,4500.0,1939.0,3300.0,22.5,Residencial
11120,Apartamento,Recreio dos Bandeirantes,4,2,3,122,2391.0,1200.0,0.0,19.6,Residencial
11121,Apartamento,Riachuelo,3,1,1,89,1450.0,404.0,150.0,16.29,Residencial
11122,Apartamento,Leblon,3,1,1,100,5900.0,1200.0,0.0,59.0,Residencial
11123,Apartamento,Lagoa,2,1,1,90,3500.0,1330.0,305.0,38.89,Residencial
11124,Apartamento,Tijuca,3,1,1,85,2500.0,0.0,0.0,29.41,Residencial
11125,Apartamento,Leblon,3,3,1,150,14000.0,2600.0,500.0,93.33,Residencial
11126,Apartamento,Barra da Tijuca,1,2,1,124,3400.0,980.0,316.0,27.42,Residencial
11127,Quitinete,Cordovil,1,0,0,30,400.0,0.0,0.0,13.33,Residencial
11128,Apartamento,Botafogo,2,1,1,75,3600.0,712.0,181.0,48.0,Residencial
11129,Apartamento,Botafogo,3,0,0,65,2500.0,645.0,126.0,38.46,Residencial
11130,Apartamento,Engenho de Dentro,2,1,0,65,1100.0,410.0,150.0,16.92,Residencial
11131,Apartamento,Taquara,2,1,0,62,900.0,260.0,0.0,14.52,Residencial
11132,Apartamento,Santa Teresa,1,0,0,51,1300.0,284.0,0.0,25.49,Residencial
11133,Quitinete,Vila da Penha,1,0,0,25,550.0,0.0,0.0,22.0,Residencial
11134,Apartamento,Botafogo,3,1,1,45,5700.0,1340.0,348.0,126.67,Residencial
11135,Casa,Campo Grande,3,1,0,90,950.0,0.0,0.0,10.56,Residencial
11136,Casa de Condomínio,Guaratiba,2,3,1,120,1500.0,50.0,2.0,12.5,Residencial
11137,Flat,Botafogo,2,1,1,67,3000.0,1725.0,531.0,44.78,Residencial
11138,Apartamento,Barra da Tijuca,3,2,1,175,4000.0,1604.0,3600.0,22.86,Residencial
11139,Apartamento,Ramos,3,0,0,80,1100.0,350.0,0.0,13.75,Residencial
11140,Apartamento,Higienópolis,1,0,0,45,800.0,0.0,0.0,17.78,Residencial
11141,Apartamento,Copacabana,3,2,1,156,3500.0,1706.0,356.0,22.44,Residencial
11142,Apartamento,Copacabana,2,0,0,90,2380.0,722.0,198.0,26.44,Residencial
11143,Apartamento,Méier,2,1,0,60,1000.0,480.0,230.0,16.67,Residencial
11144,Apartamento,Recreio dos Bandeirantes,2,1,1,68,1900.0,850.0,870.0,27.94,Residencial
11145,Apartamento,Copacabana,4,1,2,300,7500.0,2200.0,862.0,25.0,Residencial
11146,Apartamento,Botafogo,2,1,1,86,2600.0,980.0,0.0,30.23,Residencial
11147,Casa,Barra da Tijuca,4,4,2,600,30000.0,1050.0,1300.0,50.0,Residencial
11148,Quitinete,Copacabana,1,0,0,21,700.0,508.0,0.0,33.33,Residencial
11149,Apartamento,Ipanema,2,0,0,72,3300.0,670.0,0.0,45.83,Residencial
11150,Apartamento,Copacabana,3,0,0,94,2150.0,1200.0,227.0,22.87,Residencial
11151,Apartamento,Copacabana,3,1,1,110,5000.0,1160.0,125.0,45.45,Residencial
11152,Apartamento,Barra da Tijuca,3,2,1,209,14000.0,1900.0,0.0,66.99,Residencial
11153,Apartamento,Vila Isabel,2,1,0,45,1500.0,760.0,22.0,33.33,Residencial
11154,Apartamento,Ipanema,1,0,0,60,2800.0,700.0,78.0,46.67,Residencial
11155,Apartamento,Leblon,4,2,2,250,17950.0,5000.0,620.0,71.8,Residencial
11156,Apartamento,Ipanema,3,1,1,160,4500.0,1200.0,135.0,28.12,Residencial
11157,Apartamento,Jardim Botânico,3,1,0,120,3300.0,924.0,216.0,27.5,Residencial
11158,Apartamento,Jardim Guanabara,2,1,0,65,1800.0,500.0,20.0,27.69,Residencial
11159,Apartamento,Quintino Bocaiúva,2,0,0,45,700.0,129.0,78.0,15.56,Residencial
11160,Apartamento,Recreio dos Bandeirantes,2,1,2,65,1300.0,796.0,143.0,20.0,Residencial
11161,Apartamento,Barra da Tijuca,4,3,1,325,20000.0,3700.0,2000.0,61.54,Residencial
11162,Casa,Méier,4,5,3,357,5900.0,0.0,3759.0,16.53,Residencial
11163,Apartamento,Lagoa,2,1,1,96,4500.0,960.0,290.0,46.88,Residencial
11164,Apartamento,Lagoa,1,1,0,43,2400.0,1500.0,167.0,55.81,Residencial
11165,Apartamento,Barra da Tijuca,2,1,1,115,5000.0,2640.0,573.0,43.48,Residencial
11166,Apartamento,Tijuca,2,1,1,90,1900.0,1050.0,108.0,21.11,Residencial
11167,Apartamento,Copacabana,1,0,0,22,1600.0,450.0,0.0,72.73,Residencial
11168,Casa de Condomínio,Taquara,3,0,1,800,10000.0,150.0,2400.0,12.5,Residencial
11169,Casa,Bangu,2,2,0,110,1650.0,0.0,0.0,15.0,Residencial
11170,Apartamento,Laranjeiras,3,0,0,115,2600.0,750.0,193.0,22.61,Residencial
11171,Quitinete,Glória,0,0,0,26,800.0,325.0,290.0,30.77,Residencial
11172,Apartamento,Lagoa,2,1,0,110,3800.0,1057.0,439.0,34.55,Residencial
11173,Apartamento,Leme,1,0,0,32,2000.0,558.0,569.0,62.5,Residencial
11174,Apartamento,Freguesia (Jacarepaguá),3,1,1,105,2100.0,700.0,155.0,20.0,Residencial
11175,Apartamento,Copacabana,3,1,0,100,4500.0,1350.0,350.0,45.0,Residencial
11176,Apartamento,Copacabana,2,0,0,79,2800.0,830.0,113.0,35.44,Residencial
11177,Apartamento,Ipanema,2,1,0,98,3800.0,1870.0,238.0,38.78,Residencial
11178,Apartamento,Jacarepaguá,2,1,1,76,2800.0,704.0,0.0,36.84,Residencial
11179,Apartamento,Copacabana,2,0,0,80,3200.0,470.0,183.0,40.0,Residencial
11180,Apartamento,Recreio dos Bandeirantes,3,3,2,400,4500.0,700.0,0.0,11.25,Residencial
11181,Apartamento,Tijuca,2,0,0,75,1350.0,400.0,21.0,18.0,Residencial
11182,Apartamento,Copacabana,3,0,0,80,3000.0,600.0,160.0,37.5,Residencial
11183,Apartamento,Ipanema,1,2,1,91,5200.0,2605.0,592.0,57.14,Residencial
11184,Apartamento,Tanque,1,0,0,45,750.0,75.0,0.0,16.67,Residencial
11185,Apartamento,Copacabana,1,0,0,28,1600.0,470.0,29.0,57.14,Residencial
11186,Apartamento,Flamengo,3,1,0,100,4200.0,770.0,267.0,42.0,Residencial
11187,Casa de Condomínio,Recreio dos Bandeirantes,5,3,5,300,6000.0,500.0,0.0,20.0,Residencial
11188,Apartamento,Copacabana,1,0,0,60,2000.0,560.0,132.0,33.33,Residencial
11189,Quitinete,Centro,0,0,0,25,700.0,332.0,20.0,28.0,Residencial
11190,Apartamento,Barra da Tijuca,3,2,2,145,3500.0,1500.0,380.0,24.14,Residencial
11191,Apartamento,Barra da Tijuca,4,3,2,240,7000.0,2056.0,441.0,29.17,Residencial
11192,Apartamento,Barra da Tijuca,2,1,1,65,2200.0,1170.0,130.0,33.85,Residencial
11193,Apartamento,Botafogo,3,2,1,110,4000.0,1200.0,230.0,36.36,Residencial
11194,Casa de Condomínio,Freguesia (Jacarepaguá),3,1,2,130,2000.0,240.0,60.0,15.38,Residencial
11195,Apartamento,Recreio dos Bandeirantes,5,2,4,330,4200.0,1200.0,9600.0,12.73,Residencial
11196,Apartamento,Barra da Tijuca,4,2,1,146,4900.0,1800.0,350.0,33.56,Residencial
11197,Casa de Condomínio,Barra da Tijuca,4,2,4,500,9500.0,2100.0,1357.0,19.0,Residencial
11198,Casa,Campo Grande,3,0,1,80,1200.0,0.0,0.0,15.0,Residencial
11199,Apartamento,Barra da Tijuca,4,3,0,291,10000.0,5100.0,1710.0,34.36,Residencial
11200,Apartamento,Ipanema,4,1,2,340,13500.0,2664.0,0.0,39.71,Residencial
11201,Apartamento,Recreio dos Bandeirantes,3,2,1,181,5999.0,0.0,0.0,33.14,Residencial
11202,Apartamento,Botafogo,2,1,1,103,5700.0,1310.0,349.0,55.34,Residencial
11203,Casa,Barra da Tijuca,3,0,3,400,4000.0,776.0,0.0,10.0,Residencial
11204,Apartamento,São Conrado,4,3,1,200,7000.0,2200.0,500.0,35.0,Residencial
11205,Apartamento,Botafogo,1,0,0,60,1950.0,710.0,100.0,32.5,Residencial
11206,Apartamento,Leblon,3,0,0,110,4500.0,500.0,0.0,40.91,Residencial
11207,Apartamento,Ipanema,2,1,1,75,5300.0,852.0,180.0,70.67,Residencial
11208,Casa de Condomínio,Bangu,3,1,0,100,1500.0,0.0,0.0,15.0,Residencial
11209,Terreno Padrão,Barra da Tijuca,0,0,0,500,15000.0,0.0,0.0,30.0,Residencial
11210,Apartamento,Recreio dos Bandeirantes,2,1,0,85,2000.0,650.0,930.0,23.53,Residencial
11211,Apartamento,Barra da Tijuca,2,1,1,83,2300.0,1100.0,210.0,27.71,Residencial
11212,Apartamento,Ipanema,2,1,0,100,4500.0,770.0,940.0,45.0,Residencial
11213,Apartamento,Laranjeiras,2,1,1,60,1800.0,1150.0,132.0,30.0,Residencial
11214,Apartamento,Laranjeiras,2,1,0,65,1700.0,1250.0,240.0,26.15,Residencial
11215,Apartamento,Copacabana,3,1,2,230,12000.0,1025.0,200.0,52.17,Residencial
11216,Apartamento,Rio Comprido,3,1,0,92,1600.0,380.0,68.0,17.39,Residencial
11217,Apartamento,Barra da Tijuca,4,3,4,152,5000.0,0.0,0.0,32.89,Residencial
11218,Apartamento,Barra da Tijuca,3,2,2,200,8000.0,2800.0,0.0,40.0,Residencial
11219,Apartamento,Barra da Tijuca,3,1,1,143,3500.0,1750.0,340.0,24.48,Residencial
11220,Casa,Pechincha,3,3,3,250,3900.0,350.0,70.0,15.6,Residencial
11221,Apartamento,Ipanema,4,4,4,500,35000.0,13000.0,1200.0,70.0,Residencial
11222,Apartamento,Laranjeiras,1,2,0,82,3000.0,1391.0,130.0,36.59,Residencial
11223,Apartamento,Copacabana,2,2,2,88,5500.0,1300.0,0.0,62.5,Residencial
11224,Casa,Bangu,2,1,0,75,850.0,0.0,0.0,11.33,Residencial
11225,Apartamento,Recreio dos Bandeirantes,3,3,2,400,4000.0,750.0,0.0,10.0,Residencial
11226,Apartamento,Recreio dos Bandeirantes,2,2,1,84,2500.0,624.0,156.0,29.76,Residencial
11227,Casa de Condomínio,Taquara,3,2,1,112,1900.0,325.0,1189.0,16.96,Residencial
11228,Apartamento,São Conrado,4,0,0,180,7000.0,2500.0,335.0,38.89,Residencial
11229,Apartamento,Lagoa,2,1,0,81,3800.0,770.0,120.0,46.91,Residencial
11230,Casa de Condomínio,Barra da Tijuca,4,4,4,280,10000.0,1000.0,529.0,35.71,Residencial
