,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU,Valor m2,Tipo Agregado
5930,Apartamento,Leblon,3,1,1,190,12500.0,3630.0,545.0,65.79,Residencial
5931,Casa de Condomínio,Barra da Tijuca,5,1,2,250,9000.0,1650.0,500.0,36.0,Residencial
5932,Casa de Condomínio,Recreio dos Bandeirantes,4,3,3,153,3650.0,900.0,1.0,23.86,Residencial
5933,Apartamento,Copacabana,4,1,1,150,4800.0,1907.0,263.0,32.0,Residencial
5934,Apartamento,Leblon,2,1,0,82,3500.0,1120.0,0.0,42.68,Residencial
5935,Apartamento,Barra da Tijuca,2,1,1,90,2200.0,1400.0,0.0,24.44,Residencial
5936,Apartamento,Leblon,2,0,0,75,3900.0,462.0,159.0,52.0,Residencial
5937,Apartamento,Engenho de Dentro,1,0,0,30,300.0,50.0,0.0,10.0,Residencial
5938,Apartamento,Vila da Penha,2,0,0,50,900.0,200.0,0.0,18.0,Residencial
5939,Apartamento,Ipanema,3,1,0,100,6000.0,1583.0,280.0,60.0,Residencial
5940,Apartamento,Barra da Tijuca,1,1,1,39,1500.0,439.0,0.0,38.46,Residencial
5941,Apartamento,Leblon,4,2,2,650,51000.0,7000.0,0.0,78.46,Residencial
5942,Apartamento,Ipanema,2,1,1,85,7000.0,0.0,0.0,82.35,Residencial
5943,Apartamento,Ipanema,3,1,1,152,7400.0,1720.0,553.0,48.68,Residencial
5944,Apartamento,Barra da Tijuca,4,3,4,300,25000.0,3000.0,400.0,83.33,Residencial
5945,Apartamento,Campo Grande,3,1,0,65,700.0,330.0,0.0,10.77,Residencial
5946,Apartamento,Recreio dos Bandeirantes,3,2,2,92,1650.0,900.0,0.0,17.93,Residencial
5947,Apartamento,São Conrado,3,2,1,150,4000.0,1600.0,455.0,26.67,Residencial
5948,Apartamento,Botafogo,3,1,1,101,5100.0,1340.0,341.0,50.5,Residencial
5949,Apartamento,Vila Isabel,2,0,0,65,1650.0,200.0,52.0,25.38,Residencial
5950,Apartamento,Irajá,2,1,0,87,1456.0,0.0,0.0,16.74,Residencial
5951,Apartamento,Leblon,2,1,1,82,3500.0,1120.0,389.0,42.68,Residencial
5952,Quitinete,Leblon,1,0,0,50,1700.0,560.0,62.0,34.0,Residencial
5953,Apartamento,Recreio dos Bandeirantes,3,1,1,97,2650.0,875.0,205.0,27.32,Residencial
5954,Apartamento,Copacabana,3,1,0,120,3500.0,1500.0,1200.0,29.17,Residencial
5955,Apartamento,Lagoa,3,1,1,137,5500.0,1350.0,0.0,40.15,Residencial
5956,Casa de Vila,Ramos,1,0,0,40,750.0,0.0,0.0,18.75,Residencial
5957,Apartamento,Jardim Botânico,4,2,1,160,4500.0,2437.0,436.0,28.12,Residencial
5958,Apartamento,Leblon,3,1,0,155,7000.0,2650.0,550.0,45.16,Residencial
5959,Casa de Condomínio,Recreio dos Bandeirantes,5,4,4,800,12000.0,1000.0,1300.0,15.0,Residencial
5960,Apartamento,Barra da Tijuca,4,3,2,237,7000.0,3400.0,580.0,29.54,Residencial
5961,Apartamento,Ipanema,2,0,1,86,4500.0,760.0,260.0,52.33,Residencial
5962,Apartamento,Tijuca,3,2,1,116,3500.0,1210.0,317.0,30.17,Residencial
5963,Apartamento,Jacarepaguá,1,0,0,30,550.0,18.0,8.0,18.33,Residencial
5964,Casa de Condomínio,Guaratiba,3,1,0,65,900.0,170.0,0.0,13.85,Residencial
5965,Apartamento,Ipanema,3,1,1,100,3000.0,1340.0,160.0,30.0,Residencial
5966,Apartamento,Barra da Tijuca,4,2,2,140,5500.0,1800.0,700.0,39.29,Residencial
5967,Apartamento,Copacabana,4,0,1,260,11000.0,1050.0,2322.0,42.31,Residencial
5968,Apartamento,Tijuca,3,0,1,75,2300.0,600.0,150.0,30.67,Residencial
5969,Apartamento,Recreio dos Bandeirantes,4,3,3,246,3500.0,920.0,5118.0,14.23,Residencial
5970,Apartamento,Recreio dos Bandeirantes,3,1,1,103,1700.0,1322.0,0.0,16.5,Residencial
5971,Quitinete,Catete,1,0,0,24,1100.0,357.0,0.0,45.83,Residencial
5972,Apartamento,Barra da Tijuca,1,1,1,73,1300.0,1015.0,149.0,17.81,Residencial
5973,Apartamento,Ipanema,2,1,0,80,3600.0,1200.0,0.0,45.0,Residencial
5974,Flat,Ipanema,2,1,2,92,8000.0,3500.0,1000.0,86.96,Residencial
5975,Apartamento,Ipanema,3,2,1,130,5400.0,1600.0,530.0,41.54,Residencial
5976,Apartamento,Barra da Tijuca,2,1,1,77,1200.0,1277.0,0.0,15.58,Residencial
5977,Casa,Catete,5,3,1,300,15000.0,0.0,0.0,50.0,Residencial
5978,Apartamento,Campo Grande,1,0,0,50,500.0,0.0,0.0,10.0,Residencial
5979,Apartamento,Pechincha,2,0,0,53,1200.0,520.0,60.0,22.64,Residencial
5980,Apartamento,Leblon,2,1,1,70,6000.0,2055.0,230.0,85.71,Residencial
5981,Apartamento,Méier,2,0,0,49,1200.0,532.0,35.0,24.49,Residencial
5982,Apartamento,Leblon,2,1,0,108,5000.0,1081.0,280.0,46.3,Residencial
5983,Apartamento,Barra da Tijuca,2,1,1,70,3000.0,1000.0,500.0,42.86,Residencial
5984,Apartamento,Campo Grande,2,1,0,55,700.0,0.0,2.0,12.73,Residencial
5985,Apartamento,Copacabana,1,0,0,28,1100.0,450.0,54.0,39.29,Residencial
5986,Apartamento,Ipanema,3,1,1,140,7500.0,1300.0,300.0,53.57,Residencial
5987,Apartamento,Penha Circular,2,1,0,75,1300.0,490.0,0.0,17.33,Residencial
5988,Apartamento,Recreio dos Bandeirantes,2,1,1,120,2000.0,1600.0,3500.0,16.67,Residencial
5989,Apartamento,Tijuca,3,1,1,99,1800.0,710.0,0.0,18.18,Residencial
5990,Casa,Campo Grande,3,3,0,140,1800.0,0.0,0.0,12.86,Residencial
5991,Quitinete,Centro,1,0,0,40,1000.0,275.0,20.0,25.0,Residencial
5992,Apartamento,Bonsucesso,2,0,0,100,900.0,484.0,0.0,9.0,Residencial
5993,Apartamento,São Cristóvão,2,1,0,65,1100.0,379.0,0.0,16.92,Residencial
5994,Apartamento,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0,13.37,Residencial
5995,Apartamento,Ipanema,2,1,0,70,3000.0,900.0,205.0,42.86,Residencial
5996,Casa,Jardim Sulacap,2,1,1,60,1250.0,0.0,0.0,20.83,Residencial
5997,Apartamento,Catete,2,1,0,71,2200.0,725.0,109.0,30.99,Residencial
5998,Apartamento,Pechincha,3,1,0,86,1000.0,670.0,84.0,11.63,Residencial
5999,Apartamento,Barra da Tijuca,3,2,3,170,9000.0,1600.0,547.0,52.94,Residencial
6000,Apartamento,Santa Teresa,2,1,0,80,1500.0,738.0,230.0,18.75,Residencial
6001,Apartamento,Praça da Bandeira,1,0,0,38,1200.0,128.0,25.0,31.58,Residencial
6002,Casa de Condomínio,Barra da Tijuca,4,3,4,263,7000.0,707.0,0.0,26.62,Residencial
6003,Apartamento,Barra da Tijuca,3,2,2,148,4200.0,1800.0,600.0,28.38,Residencial
6004,Apartamento,Botafogo,2,1,0,70,2600.0,700.0,0.0,37.14,Residencial
6005,Apartamento,Leblon,4,2,1,290,16900.0,2960.0,1506.0,58.28,Residencial
6006,Apartamento,Barra da Tijuca,2,2,1,90,2800.0,1000.0,100.0,31.11,Residencial
6007,Apartamento,Barra da Tijuca,4,4,4,400,12500.0,1600.0,1500.0,31.25,Residencial
6008,Apartamento,Ipanema,2,2,2,220,14900.0,1800.0,1083.0,67.73,Residencial
6009,Quitinete,Taquara,1,0,0,20,500.0,0.0,0.0,25.0,Residencial
6010,Apartamento,Botafogo,1,0,0,40,2300.0,402.0,0.0,57.5,Residencial
6011,Apartamento,Flamengo,3,1,2,160,3900.0,900.0,220.0,24.38,Residencial
6012,Apartamento,Lagoa,3,1,1,135,4100.0,1734.0,623.0,30.37,Residencial
6013,Apartamento,Barra da Tijuca,3,2,1,120,2900.0,1800.0,0.0,24.17,Residencial
6014,Apartamento,Tijuca,3,0,1,110,2500.0,700.0,150.0,22.73,Residencial
6015,Apartamento,Flamengo,2,0,0,75,3800.0,700.0,150.0,50.67,Residencial
6016,Apartamento,Flamengo,4,2,1,300,5500.0,2500.0,0.0,18.33,Residencial
6017,Apartamento,Ipanema,3,1,1,100,3300.0,1192.0,171.0,33.0,Residencial
6018,Apartamento,Botafogo,3,1,0,115,3100.0,800.0,100.0,26.96,Residencial
6019,Apartamento,Barra da Tijuca,2,1,1,89,3500.0,1015.0,0.0,39.33,Residencial
6020,Apartamento,Copacabana,3,0,1,107,3100.0,780.0,210.0,28.97,Residencial
6021,Apartamento,Barra da Tijuca,3,3,3,300,5000.0,1980.0,595.0,16.67,Residencial
6022,Apartamento,Anil,2,1,1,55,1500.0,550.0,0.0,27.27,Residencial
6023,Apartamento,Leblon,4,2,1,145,8500.0,1960.0,360.0,58.62,Residencial
6024,Apartamento,Freguesia (Jacarepaguá),2,1,1,60,1200.0,450.0,10.0,20.0,Residencial
6025,Apartamento,Botafogo,2,1,1,64,3800.0,980.0,210.0,59.38,Residencial
6026,Apartamento,Lagoa,3,2,2,300,7900.0,2650.0,0.0,26.33,Residencial
6027,Casa,Jardim Botânico,4,4,4,452,20000.0,0.0,1749.0,44.25,Residencial
6028,Apartamento,Recreio dos Bandeirantes,3,2,2,225,3000.0,790.0,0.0,13.33,Residencial
6029,Apartamento,Lagoa,4,2,2,169,25000.0,3710.0,1197.0,147.93,Residencial
6030,Apartamento,Leblon,2,1,1,82,3300.0,1020.0,270.0,40.24,Residencial
6031,Apartamento,Leblon,4,2,2,250,17000.0,5000.0,1000.0,68.0,Residencial
6032,Apartamento,Copacabana,4,1,2,230,4500.0,1400.0,250.0,19.57,Residencial
6033,Apartamento,Botafogo,3,0,0,146,3000.0,850.0,0.0,20.55,Residencial
6034,Apartamento,Leblon,3,3,1,166,8500.0,3500.0,500.0,51.2,Residencial
6035,Apartamento,Barra da Tijuca,2,1,1,74,2600.0,1330.0,220.0,35.14,Residencial
6036,Apartamento,Recreio dos Bandeirantes,3,3,1,111,1700.0,904.0,0.0,15.32,Residencial
6037,Apartamento,Copacabana,2,0,0,80,2200.0,680.0,173.0,27.5,Residencial
6038,Flat,Leblon,1,0,0,65,4000.0,1820.0,193.0,61.54,Residencial
6039,Flat,Ipanema,3,2,2,200,7500.0,3000.0,350.0,37.5,Residencial
6040,Apartamento,Vila Isabel,2,1,0,75,1500.0,460.0,90.0,20.0,Residencial
6041,Apartamento,Flamengo,1,0,0,30,1400.0,370.0,0.0,46.67,Residencial
6042,Apartamento,Botafogo,1,0,0,60,2200.0,645.0,1100.0,36.67,Residencial
6043,Apartamento,Botafogo,3,1,1,108,2800.0,1160.0,236.0,25.93,Residencial
6044,Casa,Parque Anchieta,3,4,0,200,1500.0,0.0,0.0,7.5,Residencial
6045,Flat,Leblon,1,1,1,50,7000.0,0.0,0.0,140.0,Residencial
6046,Casa,Santa Teresa,1,0,0,22,500.0,98.0,6.0,22.73,Residencial
6047,Casa de Condomínio,Barra da Tijuca,5,0,5,1000,25000.0,1300.0,1600.0,25.0,Residencial
6048,Apartamento,Flamengo,3,1,1,152,3800.0,1338.0,0.0,25.0,Residencial
6049,Apartamento,Botafogo,2,1,1,64,3350.0,917.0,152.0,52.34,Residencial
6050,Flat,Lagoa,1,1,0,55,2700.0,1900.0,300.0,49.09,Residencial
6051,Apartamento,Recreio dos Bandeirantes,3,0,1,106,2500.0,780.0,250.0,23.58,Residencial
6052,Apartamento,Ipanema,3,1,0,127,3800.0,1268.0,431.0,29.92,Residencial
6053,Apartamento,São Cristóvão,2,1,0,53,900.0,689.0,0.0,16.98,Residencial
6054,Apartamento,Freguesia (Jacarepaguá),1,1,0,50,1200.0,590.0,37.0,24.0,Residencial
6055,Apartamento,Copacabana,3,1,1,140,5000.0,1400.0,200.0,35.71,Residencial
6056,Apartamento,Tijuca,3,2,1,120,2580.0,926.0,187.0,21.5,Residencial
6057,Apartamento,Ipanema,4,5,4,380,30000.0,7000.0,2650.0,78.95,Residencial
6058,Apartamento,Barra da Tijuca,3,3,3,170,4900.0,1984.0,502.0,28.82,Residencial
6059,Apartamento,Centro,1,0,0,30,800.0,400.0,0.0,26.67,Residencial
6060,Apartamento,Ipanema,4,2,1,222,8000.0,2600.0,721.0,36.04,Residencial
6061,Apartamento,Vila Isabel,2,1,0,80,1400.0,626.0,51.0,17.5,Residencial
6062,Apartamento,Barra da Tijuca,3,2,1,109,3900.0,1554.0,317.0,35.78,Residencial
6063,Apartamento,Ipanema,5,2,2,300,16000.0,2200.0,4980.0,53.33,Residencial
6064,Apartamento,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0,13.37,Residencial
6065,Apartamento,Barra da Tijuca,2,1,2,80,2400.0,1300.0,1800.0,30.0,Residencial
6066,Apartamento,Barra da Tijuca,2,2,1,67,1950.0,740.0,60.0,29.1,Residencial
6067,Apartamento,Barra da Tijuca,3,2,1,119,3800.0,1580.0,370.0,31.93,Residencial
6068,Apartamento,Jardim Botânico,3,2,1,110,4200.0,990.0,254.0,38.18,Residencial
6069,Apartamento,Barra da Tijuca,3,2,3,100,3200.0,1500.0,262.0,32.0,Residencial
6070,Apartamento,Ipanema,3,2,2,163,5500.0,2400.0,650.0,33.74,Residencial
6071,Apartamento,Tijuca,3,1,1,81,1750.0,596.0,89.0,21.6,Residencial
6072,Apartamento,Leblon,3,2,1,170,7200.0,2200.0,0.0,42.35,Residencial
6073,Quitinete,Catete,1,0,0,27,1800.0,420.0,0.0,66.67,Residencial
6074,Apartamento,Freguesia (Jacarepaguá),2,0,0,60,900.0,315.0,0.0,15.0,Residencial
6075,Apartamento,Recreio dos Bandeirantes,4,2,2,320,4000.0,1140.0,450.0,12.5,Residencial
6076,Apartamento,Catete,2,0,1,70,2300.0,579.0,76.0,32.86,Residencial
6077,Apartamento,Praça da Bandeira,1,0,0,39,900.0,437.0,0.0,23.08,Residencial
6078,Apartamento,Barra da Tijuca,3,2,1,220,7000.0,3300.0,810.0,31.82,Residencial
6079,Apartamento,Recreio dos Bandeirantes,4,2,1,200,3800.0,800.0,0.0,19.0,Residencial
6080,Apartamento,Ipanema,1,0,1,40,3500.0,750.0,50.0,87.5,Residencial
6081,Apartamento,Vila da Penha,2,1,0,65,900.0,190.0,0.0,13.85,Residencial
6082,Apartamento,Barra da Tijuca,3,3,1,185,10000.0,1750.0,750.0,54.05,Residencial
6083,Apartamento,Leblon,3,0,0,80,4000.0,1155.0,0.0,50.0,Residencial
6084,Apartamento,Barra da Tijuca,3,2,1,127,4200.0,1890.0,486.0,33.07,Residencial
6085,Apartamento,Barra da Tijuca,2,1,1,78,2100.0,890.0,140.0,26.92,Residencial
6086,Apartamento,Leblon,4,2,1,140,15000.0,1700.0,600.0,107.14,Residencial
6087,Apartamento,Lagoa,2,2,1,100,3600.0,750.0,150.0,36.0,Residencial
6088,Casa de Condomínio,Barra da Tijuca,4,3,3,266,7900.0,1600.0,6295.0,29.7,Residencial
6089,Apartamento,Barra da Tijuca,1,1,1,60,2900.0,2000.0,500.0,48.33,Residencial
6090,Casa de Vila,Benfica,2,0,0,48,1200.0,40.0,14.0,25.0,Residencial
6091,Apartamento,Jacarepaguá,3,1,1,70,1500.0,530.0,74.0,21.43,Residencial
6092,Apartamento,Barra da Tijuca,2,1,1,90,2800.0,1100.0,120.0,31.11,Residencial
6093,Flat,Barra da Tijuca,1,1,0,52,2200.0,3000.0,350.0,42.31,Residencial
6094,Apartamento,Catete,1,0,1,36,1600.0,416.0,0.0,44.44,Residencial
6095,Apartamento,Centro,0,0,0,48,2000.0,349.0,0.0,41.67,Residencial
6096,Apartamento,Lapa,1,0,0,22,1800.0,0.0,0.0,81.82,Residencial
6097,Casa de Condomínio,Barra da Tijuca,4,6,4,763,11000.0,800.0,2040.0,14.42,Residencial
6098,Apartamento,Santa Teresa,1,0,0,49,660.0,235.0,14.0,13.47,Residencial
6099,Apartamento,Leblon,3,1,1,150,6700.0,1900.0,350.0,44.67,Residencial
6100,Apartamento,Barra da Tijuca,1,1,0,70,1800.0,967.0,214.0,25.71,Residencial
6101,Apartamento,Barra da Tijuca,3,2,1,140,2300.0,1600.0,450.0,16.43,Residencial
6102,Apartamento,Barra da Tijuca,2,1,1,100,2600.0,1700.0,233.0,26.0,Residencial
6103,Apartamento,Copacabana,4,1,2,260,13000.0,2500.0,669.0,50.0,Residencial
6104,Casa,Laranjeiras,3,1,1,300,7000.0,180.0,573.0,23.33,Residencial
6105,Quitinete,Largo do Machado,1,0,0,35,1900.0,285.0,17.0,54.29,Residencial
6106,Apartamento,Barra da Tijuca,4,3,3,170,12000.0,1700.0,0.0,70.59,Residencial
6107,Apartamento,Lagoa,4,3,1,210,9000.0,0.0,0.0,42.86,Residencial
6108,Apartamento,Jacarepaguá,2,1,0,44,700.0,272.0,13.0,15.91,Residencial
6109,Apartamento,Glória,2,0,0,112,2300.0,782.0,194.0,20.54,Residencial
6110,Apartamento,Flamengo,3,0,1,120,3000.0,977.0,150.0,25.0,Residencial
6111,Apartamento,Laranjeiras,2,0,0,100,4000.0,650.0,120.0,40.0,Residencial
6112,Apartamento,Jardim Guanabara,3,1,1,90,2000.0,380.0,998.0,22.22,Residencial
6113,Apartamento,Glória,1,0,0,49,1400.0,477.0,242.0,28.57,Residencial
6114,Casa de Condomínio,Barra da Tijuca,5,5,4,806,30000.0,2695.0,2753.0,37.22,Residencial
6115,Apartamento,Urca,2,0,0,90,3500.0,500.0,68.0,38.89,Residencial
6116,Apartamento,Estácio,2,1,0,72,1300.0,790.0,0.0,18.06,Residencial
6117,Quitinete,Copacabana,1,0,0,21,700.0,508.0,0.0,33.33,Residencial
6118,Apartamento,Cachambi,3,1,1,84,1350.0,739.0,14.0,16.07,Residencial
6119,Apartamento,Recreio dos Bandeirantes,3,2,1,70,2100.0,430.0,1100.0,30.0,Residencial
6120,Casa de Vila,Água Santa,1,0,0,40,600.0,100.0,14.0,15.0,Residencial
6121,Apartamento,Recreio dos Bandeirantes,4,4,4,200,3500.0,1080.0,500.0,17.5,Residencial
6122,Flat,Ipanema,2,0,2,82,8000.0,3300.0,983.0,97.56,Residencial
6123,Apartamento,Andaraí,2,2,1,88,1800.0,680.0,100.0,20.45,Residencial
6124,Apartamento,Copacabana,4,1,1,130,5500.0,1200.0,0.0,42.31,Residencial
6125,Apartamento,Barra da Tijuca,3,2,2,212,5500.0,1200.0,682.0,25.94,Residencial
6126,Apartamento,Maracanã,3,1,1,81,2000.0,600.0,89.0,24.69,Residencial
6127,Apartamento,Gávea,2,2,1,103,4500.0,1123.0,384.0,43.69,Residencial
6128,Apartamento,Copacabana,3,1,0,200,8500.0,1600.0,800.0,42.5,Residencial
6129,Apartamento,Lagoa,3,1,1,125,6000.0,1832.0,418.0,48.0,Residencial
6130,Apartamento,Tijuca,2,1,0,69,1400.0,655.0,0.0,20.29,Residencial
6131,Apartamento,Copacabana,2,0,0,56,2500.0,550.0,131.0,44.64,Residencial
6132,Apartamento,Laranjeiras,3,1,1,114,3400.0,1400.0,232.0,29.82,Residencial
6133,Apartamento,Barra da Tijuca,1,1,0,65,1600.0,915.0,235.0,24.62,Residencial
6134,Flat,Copacabana,1,0,0,60,4000.0,0.0,0.0,66.67,Residencial
6135,Apartamento,Ramos,2,1,0,64,1200.0,494.0,0.0,18.75,Residencial
6136,Casa,Recreio dos Bandeirantes,3,2,3,151,4000.0,650.0,0.0,26.49,Residencial
6137,Apartamento,Tijuca,1,1,0,65,1250.0,790.0,81.0,19.23,Residencial
6138,Casa de Condomínio,Barra da Tijuca,4,4,2,600,30000.0,1100.0,1300.0,50.0,Residencial
6139,Apartamento,Botafogo,1,1,0,62,2000.0,770.0,94.0,32.26,Residencial
6140,Apartamento,Barra da Tijuca,2,1,1,95,2600.0,1800.0,280.0,27.37,Residencial
6141,Apartamento,Flamengo,3,1,1,240,4500.0,0.0,0.0,18.75,Residencial
6142,Apartamento,Flamengo,1,0,0,34,1800.0,418.0,56.0,52.94,Residencial
6143,Apartamento,Copacabana,4,1,0,320,4500.0,1970.0,600.0,14.06,Residencial
6144,Apartamento,Copacabana,2,1,0,127,2500.0,1131.0,252.0,19.69,Residencial
6145,Apartamento,Copacabana,1,0,0,35,2000.0,0.0,0.0,57.14,Residencial
6146,Apartamento,Tijuca,2,1,0,66,1300.0,583.0,0.0,19.7,Residencial
6147,Apartamento,Barra da Tijuca,4,2,4,292,10000.0,3700.0,800.0,34.25,Residencial
6148,Apartamento,Botafogo,3,1,1,101,4800.0,1340.0,342.0,47.52,Residencial
6149,Apartamento,Flamengo,2,1,0,109,3500.0,1319.0,155.0,32.11,Residencial
6150,Casa de Condomínio,Barra da Tijuca,3,6,1,420,6900.0,992.0,773.0,16.43,Residencial
6151,Apartamento,Botafogo,1,0,1,65,2400.0,507.0,76.0,36.92,Residencial
6152,Apartamento,Flamengo,3,1,1,140,5200.0,700.0,250.0,37.14,Residencial
6153,Apartamento,Tijuca,1,0,0,34,1400.0,228.0,24.0,41.18,Residencial
6154,Apartamento,Leblon,1,2,0,130,8500.0,1920.0,356.0,65.38,Residencial
6155,Apartamento,Botafogo,2,1,0,92,3300.0,850.0,280.0,35.87,Residencial
6156,Casa,Vila Valqueire,2,1,0,60,1600.0,0.0,0.0,26.67,Residencial
6157,Apartamento,Glória,3,0,0,92,2500.0,470.0,0.0,27.17,Residencial
6158,Apartamento,Ipanema,4,4,3,450,35000.0,12815.0,3000.0,77.78,Residencial
6159,Apartamento,Barra da Tijuca,4,3,2,300,12000.0,0.0,0.0,40.0,Residencial
6160,Apartamento,Humaitá,3,1,0,84,1800.0,1500.0,0.0,21.43,Residencial
6161,Apartamento,Tijuca,1,1,0,48,1400.0,556.0,46.0,29.17,Residencial
6162,Apartamento,Barra da Tijuca,1,1,0,70,2700.0,900.0,172.0,38.57,Residencial
6163,Casa de Condomínio,Barra da Tijuca,6,6,3,622,9950.0,1300.0,1485.0,16.0,Residencial
6164,Apartamento,Camorim,2,1,1,50,1100.0,450.0,0.0,22.0,Residencial
6165,Apartamento,Ipanema,4,4,2,400,30000.0,6500.0,2000.0,75.0,Residencial
6166,Apartamento,Freguesia (Jacarepaguá),4,3,2,261,2800.0,2532.0,4442.0,10.73,Residencial
6167,Apartamento,Recreio dos Bandeirantes,3,3,3,191,3500.0,1350.0,788.0,18.32,Residencial
6168,Apartamento,Lagoa,3,2,1,134,5000.0,1877.0,490.0,37.31,Residencial
6169,Apartamento,Ipanema,3,1,1,125,5500.0,1680.0,222.0,44.0,Residencial
6170,Casa de Condomínio,Barra da Tijuca,4,3,2,466,7500.0,2695.0,1124.0,16.09,Residencial
6171,Casa,Campo Grande,2,1,0,110,1050.0,0.0,0.0,9.55,Residencial
6172,Apartamento,Barra da Tijuca,4,4,4,240,13000.0,3000.0,507.0,54.17,Residencial
6173,Apartamento,Centro,1,0,0,25,1000.0,321.0,24.0,40.0,Residencial
6174,Apartamento,Copacabana,4,4,2,200,8000.0,2900.0,745.0,40.0,Residencial
6175,Apartamento,Ipanema,3,1,1,120,5000.0,1871.0,774.0,41.67,Residencial
6176,Apartamento,Copacabana,3,1,1,105,4000.0,1359.0,238.0,38.1,Residencial
6177,Apartamento,Copacabana,1,0,0,35,1700.0,480.0,0.0,48.57,Residencial
6178,Apartamento,Flamengo,4,1,1,290,9200.0,1800.0,845.0,31.72,Residencial
6179,Apartamento,Recreio dos Bandeirantes,3,1,1,82,1400.0,861.0,0.0,17.07,Residencial
6180,Apartamento,Barra da Tijuca,2,1,1,84,2700.0,1282.0,0.0,32.14,Residencial
6181,Casa,Campo Grande,2,1,0,239,10000.0,0.0,0.0,41.84,Residencial
6182,Apartamento,Copacabana,2,0,0,100,2400.0,940.0,0.0,24.0,Residencial
6183,Apartamento,Jardim Botânico,3,2,2,222,4900.0,1911.0,627.0,22.07,Residencial
6184,Apartamento,Tijuca,1,0,1,70,1200.0,300.0,25.0,17.14,Residencial
6185,Apartamento,Copacabana,3,2,1,275,8900.0,2122.0,750.0,32.36,Residencial
6186,Apartamento,Jacarepaguá,2,1,0,50,1200.0,490.0,30.0,24.0,Residencial
6187,Apartamento,Leblon,2,1,0,70,4200.0,1100.0,200.0,60.0,Residencial
6188,Apartamento,Barra da Tijuca,4,3,4,206,8000.0,2700.0,4500.0,38.83,Residencial
6189,Apartamento,Lagoa,1,1,0,50,3000.0,1600.0,380.0,60.0,Residencial
6190,Apartamento,Cascadura,2,0,0,70,700.0,310.0,0.0,10.0,Residencial
6191,Quitinete,Centro,1,0,0,23,1290.0,326.0,136.0,56.09,Residencial
6192,Apartamento,Lapa,2,0,0,70,2000.0,430.0,0.0,28.57,Residencial
6193,Apartamento,Gávea,2,1,0,90,4600.0,900.0,270.0,51.11,Residencial
6194,Apartamento,Barra da Tijuca,3,1,1,92,3500.0,1200.0,0.0,38.04,Residencial
6195,Apartamento,Leblon,3,2,1,170,7700.0,2400.0,0.0,45.29,Residencial
6196,Apartamento,Copacabana,3,2,1,156,4970.0,1600.0,380.0,31.86,Residencial
6197,Apartamento,Barra da Tijuca,2,1,1,72,2100.0,1200.0,230.0,29.17,Residencial
6198,Quitinete,Botafogo,0,0,0,20,1000.0,405.0,0.0,50.0,Residencial
6199,Casa de Condomínio,Campo Grande,2,1,0,74,1200.0,0.0,0.0,16.22,Residencial
6200,Apartamento,Barra da Tijuca,1,0,1,90,4000.0,3067.0,275.0,44.44,Residencial
6201,Apartamento,Leblon,3,1,1,111,5500.0,1250.0,947.0,49.55,Residencial
6202,Apartamento,Leblon,4,2,0,260,8500.0,3000.0,600.0,32.69,Residencial
6203,Apartamento,Laranjeiras,2,2,1,149,3500.0,2416.0,400.0,23.49,Residencial
6204,Apartamento,Botafogo,2,1,1,90,2000.0,1200.0,125.0,22.22,Residencial
6205,Apartamento,Vila Isabel,2,0,0,52,1500.0,250.0,0.0,28.85,Residencial
6206,Flat,Ipanema,2,1,1,90,10000.0,4000.0,0.0,111.11,Residencial
6207,Apartamento,Copacabana,4,1,1,160,3300.0,1600.0,0.0,20.62,Residencial
6208,Apartamento,Rocha Miranda,1,1,0,35,699.0,99.0,0.0,19.97,Residencial
6209,Apartamento,Centro,1,1,0,42,2400.0,600.0,150.0,57.14,Residencial
6210,Quitinete,Botafogo,1,0,0,25,1350.0,206.0,0.0,54.0,Residencial
6211,Casa,Jardim Botânico,4,3,4,406,20000.0,0.0,1912.0,49.26,Residencial
6212,Apartamento,Recreio dos Bandeirantes,3,1,1,90,2100.0,750.0,1386.0,23.33,Residencial
6213,Apartamento,Leblon,4,2,1,134,10000.0,1800.0,300.0,74.63,Residencial
6214,Apartamento,Vila Isabel,2,0,0,71,1100.0,525.0,21.0,15.49,Residencial
6215,Apartamento,Taquara,2,1,0,80,800.0,450.0,50.0,10.0,Residencial
6216,Apartamento,Leblon,4,3,1,170,10000.0,3760.0,500.0,58.82,Residencial
6217,Casa de Condomínio,Jacarepaguá,1,0,0,230,2750.0,300.0,400.0,11.96,Residencial
6218,Apartamento,Barra da Tijuca,4,2,1,140,5900.0,1300.0,570.0,42.14,Residencial
6219,Apartamento,Barra da Tijuca,2,1,1,98,2900.0,1080.0,166.0,29.59,Residencial
6220,Apartamento,Ilha do Governador,2,1,0,72,1500.0,650.0,0.0,20.83,Residencial
6221,Apartamento,Copacabana,3,1,3,230,6500.0,2300.0,524.0,28.26,Residencial
6222,Apartamento,Copacabana,4,1,3,220,15000.0,1700.0,550.0,68.18,Residencial
6223,Apartamento,Leblon,4,2,2,180,11000.0,2890.0,545.0,61.11,Residencial
6224,Apartamento,Ipanema,2,0,1,65,3500.0,950.0,157.0,53.85,Residencial
6225,Apartamento,Leblon,1,0,0,50,2000.0,948.0,151.0,40.0,Residencial
